data,0-5 anni,6-12 anni,13-19 anni,20-29 anni,30-39 anni,40-49 anni,50-59 anni,60-69 anni,70-79 anni,80-89 anni,≥90 anni
2020-03-23,5.571428571428571,1.5714285714285714,3.7142857142857144,26.285714285714285,71.57142857142857,187.85714285714286,434.0,529.8571428571429,617.0,497.0,100.28571428571429
2020-03-24,6.285714285714286,1.5714285714285714,3.857142857142857,26.0,66.42857142857143,177.0,416.0,505.85714285714283,592.2857142857143,490.2857142857143,103.0
2020-03-25,5.857142857142857,1.5714285714285714,4.857142857142857,24.428571428571427,64.42857142857143,168.42857142857142,392.85714285714283,477.2857142857143,559.8571428571429,472.2857142857143,103.85714285714286
2020-03-26,6.0,2.0,4.571428571428571,24.714285714285715,62.857142857142854,165.28571428571428,369.7142857142857,444.7142857142857,526.2857142857143,461.7142857142857,100.71428571428571
2020-03-27,5.428571428571429,2.2857142857142856,4.285714285714286,22.571428571428573,60.42857142857143,154.28571428571428,342.2857142857143,401.2857142857143,484.57142857142856,443.57142857142856,101.42857142857143
2020-03-28,5.142857142857143,2.5714285714285716,4.142857142857143,22.285714285714285,58.142857142857146,150.42857142857142,315.2857142857143,361.7142857142857,433.2857142857143,422.0,100.71428571428571
2020-03-29,4.714285714285714,3.0,4.571428571428571,22.857142857142858,59.0,146.42857142857142,294.7142857142857,332.42857142857144,390.85714285714283,402.2857142857143,100.42857142857143
2020-03-30,4.714285714285714,3.2857142857142856,5.285714285714286,23.0,58.0,144.85714285714286,277.85714285714283,306.2857142857143,362.0,380.57142857142856,102.85714285714286
2020-03-31,4.285714285714286,3.0,4.857142857142857,22.714285714285715,54.714285714285715,136.0,251.71428571428572,275.14285714285717,326.14285714285717,352.85714285714283,100.28571428571429
2020-04-01,4.714285714285714,3.142857142857143,4.571428571428571,23.428571428571427,52.857142857142854,127.14285714285714,229.0,246.14285714285714,302.0,338.85714285714283,98.0
2020-04-02,4.285714285714286,2.5714285714285716,4.857142857142857,22.428571428571427,52.0,118.0,214.0,226.85714285714286,282.7142857142857,320.85714285714283,96.85714285714286
2020-04-03,3.857142857142857,2.4285714285714284,4.857142857142857,22.428571428571427,50.42857142857143,113.14285714285714,197.14285714285714,207.28571428571428,255.14285714285714,302.2857142857143,94.28571428571429
2020-04-04,3.857142857142857,2.4285714285714284,5.285714285714286,23.142857142857142,48.714285714285715,104.28571428571429,178.85714285714286,185.57142857142858,235.0,294.0,95.14285714285714
2020-04-05,4.428571428571429,2.0,4.428571428571429,22.857142857142858,45.857142857142854,99.28571428571429,168.28571428571428,170.57142857142858,228.28571428571428,275.85714285714283,89.71428571428571
2020-04-06,4.142857142857143,1.7142857142857142,4.0,23.285714285714285,44.0,91.85714285714286,156.0,155.85714285714286,210.57142857142858,268.42857142857144,87.85714285714286
2020-04-07,3.857142857142857,2.142857142857143,4.0,22.857142857142858,42.857142857142854,89.71428571428571,143.42857142857142,144.85714285714286,197.14285714285714,261.85714285714283,89.14285714285714
2020-04-08,3.857142857142857,2.142857142857143,3.4285714285714284,21.857142857142858,43.857142857142854,84.57142857142857,141.28571428571428,139.57142857142858,186.0,255.42857142857142,90.42857142857143
2020-04-09,3.857142857142857,2.142857142857143,3.7142857142857144,21.714285714285715,42.714285714285715,82.42857142857143,137.71428571428572,132.14285714285714,176.42857142857142,251.14285714285714,93.85714285714286
2020-04-10,4.285714285714286,2.142857142857143,3.4285714285714284,20.0,41.0,72.42857142857143,126.57142857142857,119.71428571428571,169.28571428571428,240.71428571428572,90.14285714285714
2020-04-11,4.142857142857143,2.2857142857142856,2.5714285714285716,19.857142857142858,40.42857142857143,71.85714285714286,123.85714285714286,115.28571428571429,158.28571428571428,237.57142857142858,90.42857142857143
2020-04-12,3.4285714285714284,2.5714285714285716,3.142857142857143,20.714285714285715,40.57142857142857,66.71428571428571,115.0,109.0,141.57142857142858,226.14285714285714,92.28571428571429
2020-04-13,3.857142857142857,2.5714285714285716,3.142857142857143,20.0,40.0,62.42857142857143,109.28571428571429,103.14285714285714,131.71428571428572,214.42857142857142,89.57142857142857
2020-04-14,4.428571428571429,2.0,3.0,20.285714285714285,39.857142857142854,60.57142857142857,106.85714285714286,96.71428571428571,126.71428571428571,203.0,86.85714285714286
2020-04-15,4.142857142857143,2.142857142857143,2.7142857142857144,20.571428571428573,36.57142857142857,59.142857142857146,97.85714285714286,92.0,120.71428571428571,193.57142857142858,84.57142857142857
2020-04-16,4.0,2.2857142857142856,2.2857142857142856,19.428571428571427,35.142857142857146,56.57142857142857,92.0,89.71428571428571,115.85714285714286,187.0,81.85714285714286
2020-04-17,3.4285714285714284,2.2857142857142856,3.0,20.714285714285715,35.57142857142857,58.57142857142857,94.14285714285714,89.71428571428571,112.71428571428571,186.42857142857142,85.28571428571429
2020-04-18,3.857142857142857,2.0,3.7142857142857144,19.714285714285715,34.0,54.714285714285715,87.42857142857143,84.14285714285714,108.71428571428571,176.28571428571428,80.42857142857143
2020-04-19,4.285714285714286,2.142857142857143,3.857142857142857,19.142857142857142,30.571428571428573,54.42857142857143,82.57142857142857,78.0,106.57142857142857,177.57142857142858,80.57142857142857
2020-04-20,3.7142857142857144,2.0,3.5714285714285716,18.285714285714285,30.428571428571427,54.857142857142854,76.71428571428571,73.14285714285714,103.42857142857143,175.28571428571428,80.14285714285714
2020-04-21,3.2857142857142856,2.7142857142857144,4.0,17.571428571428573,28.0,50.714285714285715,71.85714285714286,70.57142857142857,98.0,171.71428571428572,77.85714285714286
2020-04-22,3.142857142857143,2.4285714285714284,4.285714285714286,16.714285714285715,26.142857142857142,49.0,69.42857142857143,66.0,98.57142857142857,166.42857142857142,74.42857142857143
2020-04-23,2.857142857142857,2.4285714285714284,4.571428571428571,17.0,26.142857142857142,47.42857142857143,67.28571428571429,66.0,97.0,160.14285714285714,70.57142857142857
2020-04-24,3.857142857142857,2.4285714285714284,3.857142857142857,17.285714285714285,25.714285714285715,43.42857142857143,62.857142857142854,64.42857142857143,94.0,149.57142857142858,65.42857142857143
2020-04-25,3.4285714285714284,2.5714285714285716,3.7142857142857144,16.571428571428573,23.857142857142858,41.0,59.714285714285715,63.0,91.14285714285714,139.0,64.14285714285714
2020-04-26,3.142857142857143,2.142857142857143,3.2857142857142856,15.0,23.142857142857142,38.0,56.42857142857143,61.714285714285715,87.28571428571429,127.0,60.857142857142854
2020-04-27,3.7142857142857144,2.2857142857142856,3.4285714285714284,14.714285714285714,19.0,32.857142857142854,54.42857142857143,59.714285714285715,80.71428571428571,118.57142857142857,56.42857142857143
2020-04-28,3.2857142857142856,1.7142857142857142,3.2857142857142856,13.714285714285714,17.285714285714285,31.142857142857142,48.0,52.857142857142854,75.57142857142857,106.85714285714286,52.714285714285715
2020-04-29,3.4285714285714284,1.8571428571428572,2.857142857142857,13.428571428571429,17.571428571428573,29.0,45.714285714285715,50.714285714285715,68.71428571428571,99.14285714285714,48.142857142857146
2020-04-30,3.5714285714285716,1.8571428571428572,2.4285714285714284,12.142857142857142,16.857142857142858,28.571428571428573,44.142857142857146,46.714285714285715,63.714285714285715,90.28571428571429,44.42857142857143
2020-05-01,2.4285714285714284,1.5714285714285714,2.2857142857142856,10.714285714285714,16.142857142857142,27.571428571428573,41.285714285714285,44.142857142857146,59.285714285714285,85.28571428571429,42.142857142857146
2020-05-02,2.2857142857142856,1.2857142857142858,1.8571428571428572,10.571428571428571,16.285714285714285,27.714285714285715,39.0,40.57142857142857,56.714285714285715,79.42857142857143,36.285714285714285
2020-05-03,2.2857142857142856,1.8571428571428572,2.0,10.142857142857142,17.0,27.142857142857142,35.857142857142854,37.285714285714285,51.57142857142857,77.85714285714286,33.57142857142857
2020-05-04,2.2857142857142856,2.0,1.7142857142857142,9.142857142857142,18.0,28.285714285714285,32.142857142857146,35.285714285714285,51.0,75.0,31.428571428571427
2020-05-05,2.5714285714285716,2.0,2.4285714285714284,10.0,18.0,29.571428571428573,32.714285714285715,36.285714285714285,49.285714285714285,76.57142857142857,28.857142857142858
2020-05-06,2.4285714285714284,1.7142857142857142,2.857142857142857,9.714285714285714,17.714285714285715,30.142857142857142,32.0,34.0,47.57142857142857,73.28571428571429,27.142857142857142
2020-05-07,2.7142857142857144,1.4285714285714286,2.857142857142857,10.285714285714286,18.142857142857142,29.285714285714285,32.142857142857146,33.285714285714285,46.42857142857143,73.28571428571429,27.0
2020-05-08,3.4285714285714284,1.7142857142857142,3.142857142857143,10.571428571428571,17.428571428571427,29.0,31.857142857142858,32.0,45.857142857142854,71.14285714285714,24.857142857142858
2020-05-09,3.5714285714285716,1.5714285714285714,3.0,9.714285714285714,17.714285714285715,27.428571428571427,29.428571428571427,29.142857142857142,41.42857142857143,69.14285714285714,23.857142857142858
2020-05-10,3.5714285714285716,1.0,2.7142857142857144,9.571428571428571,15.857142857142858,25.142857142857142,28.857142857142858,28.857142857142858,40.857142857142854,64.57142857142857,21.142857142857142
2020-05-11,3.0,0.7142857142857143,3.0,9.571428571428571,15.142857142857142,24.0,29.571428571428573,27.0,37.57142857142857,60.285714285714285,19.428571428571427
2020-05-12,2.5714285714285716,1.1428571428571428,2.4285714285714284,9.0,16.142857142857142,21.285714285714285,28.571428571428573,25.0,37.857142857142854,55.714285714285715,18.714285714285715
2020-05-13,2.7142857142857144,1.2857142857142858,2.0,8.428571428571429,15.285714285714286,20.0,27.571428571428573,25.142857142857142,37.142857142857146,53.57142857142857,19.142857142857142
2020-05-14,2.7142857142857144,1.4285714285714286,2.0,8.142857142857142,15.428571428571429,18.571428571428573,26.0,24.142857142857142,36.857142857142854,51.142857142857146,19.142857142857142
2020-05-15,2.5714285714285716,1.2857142857142858,2.4285714285714284,8.0,15.285714285714286,17.0,25.0,22.571428571428573,33.285714285714285,47.57142857142857,18.571428571428573
2020-05-16,2.2857142857142856,1.2857142857142858,2.5714285714285716,7.142857142857143,14.142857142857142,17.142857142857142,24.857142857142858,22.142857142857142,34.42857142857143,44.57142857142857,18.285714285714285
2020-05-17,2.142857142857143,1.7142857142857142,2.4285714285714284,7.714285714285714,14.428571428571429,16.0,23.571428571428573,21.142857142857142,31.857142857142858,41.714285714285715,17.571428571428573
2020-05-18,2.5714285714285716,1.8571428571428572,2.4285714285714284,6.857142857142857,13.285714285714286,15.0,21.571428571428573,19.714285714285715,29.857142857142858,38.142857142857146,17.142857142857142
2020-05-19,2.7142857142857144,1.2857142857142858,2.142857142857143,6.571428571428571,13.285714285714286,15.714285714285714,21.142857142857142,18.571428571428573,25.857142857142858,34.0,16.142857142857142
2020-05-20,2.2857142857142856,1.4285714285714286,2.142857142857143,6.428571428571429,13.142857142857142,14.428571428571429,20.142857142857142,19.0,24.0,32.857142857142854,15.285714285714286
2020-05-21,2.2857142857142856,1.5714285714285714,2.0,7.571428571428571,12.142857142857142,15.428571428571429,20.285714285714285,18.857142857142858,22.142857142857142,31.285714285714285,14.285714285714286
2020-05-22,2.0,1.5714285714285714,1.2857142857142858,7.0,10.857142857142858,16.0,19.285714285714285,18.142857142857142,23.142857142857142,32.142857142857146,14.571428571428571
2020-05-23,2.142857142857143,1.7142857142857142,1.4285714285714286,6.857142857142857,11.428571428571429,14.142857142857142,19.142857142857142,18.428571428571427,20.714285714285715,30.857142857142858,14.142857142857142
2020-05-24,2.0,2.0,1.2857142857142858,5.857142857142857,10.142857142857142,13.571428571428571,19.857142857142858,17.571428571428573,22.142857142857142,29.714285714285715,12.428571428571429
2020-05-25,2.0,1.8571428571428572,1.1428571428571428,6.285714285714286,10.285714285714286,12.0,18.0,17.285714285714285,20.571428571428573,28.857142857142858,11.428571428571429
2020-05-26,1.8571428571428572,2.0,1.5714285714285714,6.0,9.0,10.714285714285714,16.142857142857142,16.857142857142858,21.428571428571427,29.142857142857142,11.285714285714286
2020-05-27,2.0,2.0,1.7142857142857142,6.142857142857143,9.857142857142858,11.0,16.0,15.714285714285714,21.0,29.0,10.571428571428571
2020-05-28,1.8571428571428572,1.7142857142857142,1.8571428571428572,4.857142857142857,9.142857142857142,9.571428571428571,14.571428571428571,15.857142857142858,21.714285714285715,28.142857142857142,9.714285714285714
2020-05-29,1.8571428571428572,1.5714285714285714,2.2857142857142856,5.571428571428571,9.142857142857142,9.714285714285714,14.428571428571429,15.142857142857142,20.142857142857142,26.0,8.857142857142858
2020-05-30,1.5714285714285714,1.8571428571428572,2.0,5.714285714285714,7.285714285714286,9.571428571428571,12.142857142857142,13.714285714285714,19.571428571428573,24.285714285714285,8.142857142857142
2020-05-31,1.5714285714285714,1.2857142857142858,2.4285714285714284,6.0,8.142857142857142,11.285714285714286,11.285714285714286,12.428571428571429,18.142857142857142,23.857142857142858,8.714285714285714
2020-06-01,1.5714285714285714,1.2857142857142858,2.5714285714285716,6.0,8.0,11.571428571428571,11.714285714285714,11.571428571428571,18.714285714285715,24.571428571428573,9.0
2020-06-02,1.5714285714285714,1.2857142857142858,2.4285714285714284,6.142857142857143,8.428571428571429,11.714285714285714,12.142857142857142,10.857142857142858,16.285714285714285,24.0,8.571428571428571
2020-06-03,1.4285714285714286,1.2857142857142858,2.2857142857142856,6.0,7.571428571428571,11.428571428571429,11.428571428571429,10.142857142857142,16.0,22.285714285714285,8.142857142857142
2020-06-04,1.4285714285714286,1.2857142857142858,2.2857142857142856,6.428571428571429,7.857142857142857,11.857142857142858,11.428571428571429,9.0,15.571428571428571,21.142857142857142,7.857142857142857
2020-06-05,1.2857142857142858,1.5714285714285714,1.8571428571428572,5.0,8.0,12.428571428571429,12.142857142857142,8.714285714285714,15.857142857142858,21.0,7.0
2020-06-06,1.7142857142857142,1.1428571428571428,1.8571428571428572,5.571428571428571,9.142857142857142,12.428571428571429,13.0,8.428571428571429,16.714285714285715,20.571428571428573,7.142857142857143
2020-06-07,1.8571428571428572,1.2857142857142858,1.8571428571428572,5.285714285714286,9.571428571428571,10.285714285714286,12.428571428571429,8.714285714285714,15.571428571428571,20.142857142857142,6.285714285714286
2020-06-08,1.5714285714285714,1.2857142857142858,1.5714285714285714,4.857142857142857,9.857142857142858,9.571428571428571,12.0,9.285714285714286,15.0,18.857142857142858,5.571428571428571
2020-06-09,1.5714285714285714,1.4285714285714286,1.2857142857142858,4.857142857142857,9.571428571428571,8.428571428571429,12.285714285714286,9.142857142857142,16.428571428571427,18.142857142857142,5.428571428571429
2020-06-10,1.8571428571428572,1.1428571428571428,1.2857142857142858,5.285714285714286,10.428571428571429,8.714285714285714,12.0,10.285714285714286,15.571428571428571,18.285714285714285,6.285714285714286
2020-06-11,2.142857142857143,1.1428571428571428,1.1428571428571428,4.714285714285714,10.285714285714286,8.428571428571429,11.714285714285714,10.857142857142858,15.571428571428571,19.428571428571427,6.571428571428571
2020-06-12,2.2857142857142856,1.0,1.1428571428571428,5.285714285714286,10.142857142857142,6.142857142857143,10.142857142857142,11.0,15.285714285714286,17.714285714285715,6.428571428571429
2020-06-13,1.8571428571428572,1.1428571428571428,1.0,4.857142857142857,9.428571428571429,6.142857142857143,9.714285714285714,10.571428571428571,14.714285714285714,17.142857142857142,6.571428571428571
2020-06-14,1.8571428571428572,1.0,0.8571428571428571,5.714285714285714,10.714285714285714,7.285714285714286,9.714285714285714,10.571428571428571,14.428571428571429,17.0,6.714285714285714
2020-06-15,1.8571428571428572,1.0,1.1428571428571428,5.857142857142857,10.428571428571429,8.142857142857142,10.142857142857142,10.714285714285714,14.428571428571429,16.857142857142858,7.142857142857143
2020-06-16,1.8571428571428572,0.8571428571428571,1.4285714285714286,6.0,10.142857142857142,9.714285714285714,9.857142857142858,10.857142857142858,13.0,17.571428571428573,7.428571428571429
2020-06-17,1.7142857142857142,0.8571428571428571,1.4285714285714286,5.857142857142857,9.285714285714286,9.0,9.857142857142858,9.285714285714286,13.571428571428571,16.428571428571427,6.857142857142857
2020-06-18,1.1428571428571428,0.8571428571428571,1.4285714285714286,6.0,10.428571428571429,9.0,9.857142857142858,9.714285714285714,12.571428571428571,15.571428571428571,6.428571428571429
2020-06-19,1.1428571428571428,1.0,1.5714285714285714,6.285714285714286,10.571428571428571,9.714285714285714,9.142857142857142,9.428571428571429,13.285714285714286,16.857142857142858,6.571428571428571
2020-06-20,1.5714285714285714,1.0,2.142857142857143,6.0,11.285714285714286,10.0,9.285714285714286,10.142857142857142,12.857142857142858,18.0,5.571428571428571
2020-06-21,2.2857142857142856,1.0,2.0,5.428571428571429,10.142857142857142,9.285714285714286,10.142857142857142,10.428571428571429,13.571428571428571,17.428571428571427,5.285714285714286
2020-06-22,2.142857142857143,1.1428571428571428,2.0,5.857142857142857,10.571428571428571,9.714285714285714,9.142857142857142,9.571428571428571,13.142857142857142,16.428571428571427,5.285714285714286
2020-06-23,2.0,1.1428571428571428,2.0,6.142857142857143,11.285714285714286,9.714285714285714,8.714285714285714,9.428571428571429,13.714285714285714,15.142857142857142,4.571428571428571
2020-06-24,2.0,1.2857142857142858,2.0,6.0,12.0,10.142857142857142,9.0,9.571428571428571,13.428571428571429,15.285714285714286,4.285714285714286
2020-06-25,2.0,1.2857142857142858,2.0,6.142857142857143,10.857142857142858,10.428571428571429,9.142857142857142,8.428571428571429,14.142857142857142,14.857142857142858,4.142857142857143
2020-06-26,2.4285714285714284,1.0,1.7142857142857142,6.714285714285714,11.714285714285714,11.0,9.142857142857142,7.714285714285714,12.571428571428571,14.0,4.285714285714286
2020-06-27,2.142857142857143,1.1428571428571428,1.1428571428571428,7.285714285714286,11.142857142857142,11.428571428571429,9.142857142857142,8.0,12.714285714285714,13.857142857142858,4.142857142857143
2020-06-28,1.2857142857142858,1.1428571428571428,1.0,7.142857142857143,11.285714285714286,11.0,7.0,7.285714285714286,12.285714285714286,13.571428571428571,4.714285714285714
2020-06-29,1.4285714285714286,1.0,1.4285714285714286,7.714285714285714,10.857142857142858,10.142857142857142,7.571428571428571,7.142857142857143,12.0,15.285714285714286,4.571428571428571
2020-06-30,1.8571428571428572,1.2857142857142858,1.2857142857142858,7.0,10.0,9.0,7.142857142857143,7.571428571428571,12.285714285714286,16.142857142857142,5.285714285714286
2020-07-01,2.0,1.1428571428571428,1.2857142857142858,7.0,9.428571428571429,9.428571428571429,6.428571428571429,7.571428571428571,12.142857142857142,16.0,5.142857142857143
2020-07-02,2.0,1.1428571428571428,1.7142857142857142,6.714285714285714,9.857142857142858,9.142857142857142,6.857142857142857,8.0,11.714285714285714,17.0,5.285714285714286
2020-07-03,1.2857142857142858,1.4285714285714286,1.8571428571428572,5.857142857142857,9.285714285714286,9.571428571428571,7.0,7.428571428571429,11.571428571428571,17.0,5.142857142857143
2020-07-04,1.4285714285714286,1.5714285714285714,1.8571428571428572,5.571428571428571,9.0,9.285714285714286,6.285714285714286,6.571428571428571,11.714285714285714,16.571428571428573,5.571428571428571
2020-07-05,1.4285714285714286,1.7142857142857142,1.8571428571428572,5.428571428571429,8.285714285714286,10.142857142857142,7.571428571428571,7.285714285714286,11.285714285714286,16.0,5.142857142857143
2020-07-06,1.2857142857142858,2.142857142857143,1.4285714285714286,5.0,8.142857142857142,9.714285714285714,7.857142857142857,7.857142857142857,12.0,14.428571428571429,5.0
2020-07-07,1.4285714285714286,1.8571428571428572,1.1428571428571428,4.857142857142857,8.142857142857142,9.428571428571429,8.571428571428571,7.285714285714286,11.571428571428571,13.428571428571429,4.571428571428571
2020-07-08,1.4285714285714286,2.0,1.2857142857142858,5.142857142857143,8.571428571428571,8.857142857142858,9.571428571428571,7.571428571428571,11.857142857142858,13.571428571428571,5.0
2020-07-09,1.8571428571428572,2.142857142857143,1.1428571428571428,5.857142857142857,8.714285714285714,8.857142857142858,9.285714285714286,7.428571428571429,11.428571428571429,12.142857142857142,4.714285714285714
2020-07-10,2.142857142857143,2.0,1.0,6.428571428571429,8.142857142857142,7.285714285714286,9.428571428571429,8.285714285714286,13.285714285714286,11.285714285714286,4.428571428571429
2020-07-11,2.2857142857142856,1.7142857142857142,1.2857142857142858,6.714285714285714,9.571428571428571,7.428571428571429,10.428571428571429,8.285714285714286,12.714285714285714,10.285714285714286,4.142857142857143
2020-07-12,2.5714285714285716,1.4285714285714286,1.4285714285714286,7.285714285714286,9.428571428571429,6.714285714285714,10.857142857142858,8.142857142857142,12.0,10.142857142857142,4.428571428571429
2020-07-13,2.4285714285714284,0.8571428571428571,1.1428571428571428,7.142857142857143,10.142857142857142,7.142857142857143,10.428571428571429,7.428571428571429,10.714285714285714,10.571428571428571,4.571428571428571
2020-07-14,2.2857142857142856,0.7142857142857143,1.7142857142857142,7.571428571428571,10.0,8.857142857142858,11.0,8.0,10.428571428571429,10.571428571428571,4.142857142857143
2020-07-15,2.0,0.5714285714285714,1.7142857142857142,7.571428571428571,9.571428571428571,9.0,10.857142857142858,7.857142857142857,10.0,11.142857142857142,4.714285714285714
2020-07-16,1.8571428571428572,0.42857142857142855,1.4285714285714286,7.142857142857143,9.428571428571429,9.142857142857142,11.0,7.857142857142857,9.571428571428571,11.714285714285714,4.857142857142857
2020-07-17,1.5714285714285714,0.14285714285714285,1.8571428571428572,7.428571428571429,9.285714285714286,10.857142857142858,11.142857142857142,7.714285714285714,7.857142857142857,12.714285714285714,4.857142857142857
2020-07-18,1.5714285714285714,0.0,1.8571428571428572,7.285714285714286,8.714285714285714,10.428571428571429,11.0,9.0,8.142857142857142,14.142857142857142,4.857142857142857
2020-07-19,1.7142857142857142,0.14285714285714285,1.8571428571428572,6.857142857142857,9.0,10.428571428571429,10.857142857142858,8.714285714285714,9.571428571428571,14.428571428571429,4.571428571428571
2020-07-20,1.8571428571428572,0.14285714285714285,1.8571428571428572,6.428571428571429,8.285714285714286,10.857142857142858,11.571428571428571,9.285714285714286,11.571428571428571,13.571428571428571,4.285714285714286
2020-07-21,1.7142857142857142,0.2857142857142857,1.4285714285714286,6.714285714285714,8.142857142857142,10.0,9.571428571428571,9.571428571428571,10.714285714285714,14.0,4.571428571428571
2020-07-22,2.0,0.5714285714285714,1.2857142857142858,7.571428571428571,8.142857142857142,10.714285714285714,9.714285714285714,9.857142857142858,11.0,13.857142857142858,3.857142857142857
