Date,u40,mid,old,ger
2020-08-31,82.99999999999997,1541.8571428571431,12862.999999999996,21411.285714285703
2020-09-01,82.99999999999997,1542.8571428571431,12865.714285714283,21416.99999999999
2020-09-02,82.99999999999997,1544.0000000000002,12868.999999999996,21423.571428571417
2020-09-03,82.99999999999997,1545.1428571428573,12872.714285714283,21429.571428571417
2020-09-04,82.99999999999997,1546.2857142857144,12876.571428571426,21436.85714285713
2020-09-05,82.99999999999997,1547.2857142857144,12879.714285714283,21444.285714285703
2020-09-06,82.99999999999997,1547.8571428571431,12882.571428571426,21451.428571428558
2020-09-07,82.99999999999997,1548.4285714285718,12885.85714285714,21457.714285714275
2020-09-08,82.99999999999997,1548.8571428571431,12889.142857142853,21463.85714285713
2020-09-09,83.14285714285711,1549.2857142857144,12892.999999999996,21469.142857142844
2020-09-10,83.28571428571426,1549.8571428571431,12897.142857142853,21475.142857142844
2020-09-11,83.4285714285714,1550.2857142857144,12901.428571428569,21480.285714285703
2020-09-12,83.57142857142854,1550.8571428571431,12906.85714285714,21486.428571428558
2020-09-13,83.71428571428568,1551.4285714285718,12912.571428571426,21493.571428571417
2020-09-14,83.99999999999997,1552.0000000000002,12918.428571428569,21501.428571428558
2020-09-15,84.4285714285714,1552.8571428571431,12924.571428571426,21510.714285714275
2020-09-16,84.71428571428568,1553.714285714286,12930.142857142853,21521.142857142844
2020-09-17,84.99999999999997,1554.714285714286,12935.999999999996,21531.99999999999
2020-09-18,85.28571428571426,1555.714285714286,12942.142857142853,21542.99999999999
2020-09-19,85.57142857142854,1556.571428571429,12947.428571428569,21553.85714285713
2020-09-20,85.99999999999997,1557.571428571429,12952.571428571426,21565.99999999999
2020-09-21,86.28571428571425,1558.8571428571431,12958.428571428569,21578.142857142844
2020-09-22,86.4285714285714,1559.8571428571431,12964.999999999996,21590.714285714275
2020-09-23,86.57142857142854,1560.8571428571431,12972.142857142853,21603.142857142844
2020-09-24,86.71428571428568,1561.571428571429,12979.85714285714,21615.99999999999
2020-09-25,86.85714285714283,1562.2857142857144,12987.142857142853,21629.99999999999
2020-09-26,86.99999999999997,1563.1428571428573,12995.142857142853,21644.714285714275
2020-09-27,86.99999999999997,1564.2857142857144,13003.28571428571,21658.142857142844
2020-09-28,87.14285714285711,1565.571428571429,13010.571428571426,21672.714285714275
2020-09-29,87.4285714285714,1567.2857142857144,13017.571428571426,21687.142857142844
2020-09-30,87.71428571428568,1569.0000000000002,13023.999999999996,21701.99999999999
2020-10-01,87.99999999999997,1570.714285714286,13030.142857142853,21716.428571428558
2020-10-02,88.28571428571425,1572.714285714286,13038.571428571426,21730.714285714275
2020-10-03,88.57142857142854,1574.714285714286,13047.428571428569,21744.571428571417
2020-10-04,88.85714285714283,1576.2857142857144,13057.28571428571,21759.85714285713
2020-10-05,88.99999999999997,1577.8571428571431,13067.999999999996,21776.285714285703
2020-10-06,88.99999999999997,1579.1428571428573,13079.142857142853,21794.85714285713
2020-10-07,89.14285714285711,1580.571428571429,13091.999999999996,21816.285714285703
2020-10-08,89.28571428571425,1582.2857142857144,13106.428571428569,21840.99999999999
2020-10-09,89.4285714285714,1584.714285714286,13120.714285714283,21870.428571428558
2020-10-10,89.57142857142854,1587.571428571429,13135.999999999996,21904.99999999999
2020-10-11,89.71428571428568,1590.8571428571431,13153.999999999996,21942.285714285703
2020-10-12,89.85714285714283,1594.0000000000002,13173.999999999996,21982.285714285703
2020-10-13,90.14285714285711,1597.4285714285718,13197.142857142853,22027.285714285703
2020-10-14,90.4285714285714,1601.0000000000002,13220.428571428569,22077.428571428558
2020-10-15,90.71428571428568,1604.571428571429,13244.85714285714,22133.714285714275
2020-10-16,91.14285714285711,1607.714285714286,13270.142857142853,22194.142857142844
2020-10-17,91.57142857142854,1611.2857142857144,13299.999999999996,22260.428571428558
2020-10-18,92.14285714285711,1615.1428571428573,13330.85714285714,22335.85714285713
2020-10-19,92.85714285714283,1619.4285714285718,13363.714285714283,22421.285714285703
2020-10-20,93.4285714285714,1624.4285714285718,13398.85714285714,22514.714285714275
2020-10-21,93.99999999999997,1631.0000000000002,13440.28571428571,22617.714285714275
2020-10-22,94.57142857142854,1638.714285714286,13486.571428571426,22727.571428571417
2020-10-23,94.99999999999997,1648.0000000000002,13537.85714285714,22851.428571428558
2020-10-24,95.71428571428568,1658.0000000000002,13592.85714285714,22983.428571428558
2020-10-25,96.28571428571425,1668.8571428571431,13658.28571428571,23127.99999999999
2020-10-26,96.99999999999997,1680.0000000000002,13729.571428571426,23286.428571428558
2020-10-27,97.85714285714283,1692.1428571428573,13808.999999999996,23461.285714285703
2020-10-28,98.71428571428568,1703.4285714285716,13896.999999999996,23652.285714285703
2020-10-29,99.71428571428568,1715.1428571428573,13991.999999999996,23859.99999999999
2020-10-30,100.99999999999997,1727.8571428571431,14098.428571428569,24083.571428571417
2020-10-31,102.42857142857139,1740.4285714285718,14215.28571428571,24326.142857142844
2020-11-01,103.99999999999997,1753.2857142857147,14338.142857142853,24584.571428571417
2020-11-02,105.71428571428568,1767.1428571428573,14473.85714285714,24865.428571428558
2020-11-03,107.28571428571425,1781.714285714286,14617.85714285714,25160.99999999999
2020-11-04,109.28571428571425,1797.8571428571431,14769.571428571426,25465.99999999999
2020-11-05,111.57142857142854,1815.8571428571431,14932.142857142855,25787.99999999999
2020-11-06,113.71428571428568,1833.714285714286,15102.85714285714,26125.85714285713
2020-11-07,115.42857142857139,1854.4285714285718,15284.571428571426,26482.99999999999
2020-11-08,117.28571428571425,1875.8571428571431,15479.428571428569,26856.99999999999
