Date,u40,mid,old,ger
2020-08-31,7.416517337581703,32.13824179618738,44.49910402549022,14.833034675163407
2020-09-01,6.139753394983189,30.69876697491595,47.89007648086887,18.419260184949568
2020-09-02,6.143439048124216,30.71719524062108,50.37620019461856,20.88769276362233
2020-09-03,7.021042698355032,33.70100495210415,49.147298888485224,23.87154517440711
2020-09-04,7.402103990234357,34.049678355078036,53.29514872968737,25.167153566796813
2020-09-05,8.112567289006925,32.4502691560277,56.78797102304847,29.205242240424926
2020-09-06,7.504224638551674,37.521123192758374,57.03210725299272,31.51774348191703
2020-09-07,7.91449827817737,41.155391046522325,63.31598622541896,28.49219380143853
2020-09-08,8.063640499585851,45.15638679768077,67.73458019652115,27.416377698591894
2020-09-09,11.027595848544223,47.261125065189525,70.8916875977843,26.781304203607398
2020-09-10,9.71650221101909,48.58251105509545,77.73201768815272,27.53008959788742
2020-09-11,11.192466027510777,49.56663526469059,83.14403334722293,27.18170320966903
2020-09-12,8.705117696203745,49.32900027848788,91.40373581013931,29.017058987345813
2020-09-13,9.768498474504906,45.586326214356234,100.94115090321738,29.30549542351472
2020-09-14,10.377730580941805,48.92358702443994,103.77730580941805,29.65065880269087
2020-09-15,14.366366680107305,47.88788893369101,106.94961861857658,30.32899632467097
2020-09-16,14.356771153928761,46.26070705154823,113.2589724365491,31.903935897619466
2020-09-17,14.088543836254795,46.961812787515974,115.83913820920607,34.43866271084505
2020-09-18,14.741347660608119,45.8619704996697,114.65492624917424,40.94818794613366
2020-09-19,17.366176163358393,43.41544040839598,116.35338029450122,43.41544040839598
2020-09-20,19.299853541943705,42.10877136424081,121.06271767219235,42.10877136424081
2020-09-21,21.77378009724625,36.28963349541042,121.5702722096249,48.99100521880406
2020-09-22,20.709489054923157,41.418978109846314,120.8053528203851,50.047931882730964
2020-09-23,19.963182270788916,47.185703549137436,116.14942412095368,54.44504255669704
2020-09-24,21.75459982374457,48.94784960342528,119.65029903059515,52.57361624071604
2020-09-25,22.119198976746986,51.044305330954586,124.20780963865616,51.044305330954586
2020-09-26,18.144031499189204,57.731009315602016,122.05984826727283,56.08155190658482
2020-09-27,19.592947683175424,60.4115886897909,120.8231773795818,58.77884304952627
2020-09-28,19.896914514033252,63.00689596110531,126.01379192221061,56.37459112309422
2020-09-29,22.732780508597163,61.70326138047802,129.9016029062695,56.83195127149291
2020-09-30,21.560261664693606,56.98069154240452,133.9816260591674,64.6807849940808
2020-10-01,23.013306793155923,56.09493530831757,133.7648457352188,70.47825205404001
2020-10-02,20.499458860445866,60.03412951987718,137.6392237772794,71.74810601156054
2020-10-03,24.294135603894922,60.02080560962276,138.619479622224,74.3114736119139
2020-10-04,21.997592898666248,57.43815923540631,147.87270781881196,78.2136636397022
2020-10-05,21.07275235809729,62.04754860995313,151.02139189969725,80.77888403937294
2020-10-06,18.166748704006707,66.25520115578918,157.08894467582272,84.42194985979589
2020-10-07,20.208116210615117,74.45095446016094,165.91926993978726,78.70529471502729
2020-10-08,19.588005166887733,80.41391594827594,180.41583706343962,75.2591777464634
2020-10-09,24.53241707669589,81.44762469463035,189.39025983209226,80.46632801156251
2020-10-10,25.257364284575424,89.80396190071261,204.86528808600065,80.44938253605505
2020-10-11,26.916642361494386,99.01479154406864,220.1396821707934,83.63385305178613
2020-10-12,28.601428952337717,106.36156391650589,239.53696747582842,89.37946547605537
2020-10-13,30.302688978493677,114.08071144844679,256.68160075900533,101.60313363377291
2020-10-14,31.320934021583856,119.19355447102745,275.7982245789467,119.19355447102745
2020-10-15,31.895702484751133,129.30690196520732,299.99201255928097,130.1689479783087
2020-10-16,28.47059718161774,143.21573127722866,330.4314763805938,137.17651369324915
2020-10-17,28.385299498148406,147.08746103585992,366.42841170337033,147.08746103585992
2020-10-18,26.16954710654025,159.47067768047967,395.81439998642134,159.47067768047967
2020-10-19,26.900760203158107,167.28910251338948,428.73086573783235,173.17364380783033
2020-10-20,27.096762149847343,183.92953701714563,468.0349825882723,176.53951097627817
2020-10-21,25.31073547562828,191.41243703443888,513.3333538650861,189.83051606721213
2020-10-22,29.473433256292612,199.9413985764715,551.2328598203917,207.9071913484425
2020-10-23,40.54478925762971,206.62248371676677,584.0009068070125,230.79341577419987
2020-10-24,44.36378133041927,228.0454022774183,617.9796908132088,250.6164489192106
2020-10-25,49.610027233661,240.96298942063916,663.041951281628,272.4614194102652
2020-10-26,48.277608086575654,266.71399877337706,706.7525249395421,295.2057019064381
2020-10-27,54.98228205624349,281.47645888494804,761.5456380327458,315.1223329790672
2020-10-28,59.27974567315398,315.0295055773326,808.7451016837435,331.11972226004576
2020-10-29,59.68168497866924,338.78132943774017,870.6504632182339,350.191063330721
2020-10-30,53.52084185707016,368.5041570486799,935.2986462235541,370.2589387489117
2020-10-31,53.941223947000445,383.7785441475114,1016.0404313951395,384.66282650729823
2020-11-01,51.194909530295384,413.15190147255925,1093.056226287184,394.29061901402935
2020-11-02,58.10798721571092,421.05941505538215,1163.947682382394,423.74132215764575
2020-11-03,58.047305167244915,431.33612916583525,1225.2446567609234,467.9505831944051
2020-11-04,61.57306276394159,453.98646276697235,1293.0343180427735,488.90849836443175
2020-11-05,66.8560986277742,463.3499057674906,1361.2644526155132,519.0633212906357
2020-11-06,70.57974557621989,476.6549940969371,1422.2302156523212,552.068968822213
2020-11-07,69.55446354478869,515.6966654249333,1466.6055456015445,579.2893178087402
2020-11-08,76.66389915982172,534.5752968441623,1511.5220118132418,617.4551878277534
2020-11-09,76.06002798230475,568.2770662106483,1572.2694355770711,632.384804081448
